ID,sentence,speaker
OOD_HIN_0041,"औनिहार,नेटज़ीरो,कोऑर्डिनेट,औनियाती,ऐमारैंथ",female_1
OOD_HIN_0042,"एमपीपीईबी,एसयूवी,लेआउट,वाईईसी,ज़फ़रनामा",female_1
OOD_HIN_0043,"क्लॉथ,लाइफस्टाइल,एईआरबी,जेओपर्डी,एफआरआरओ",female_1
OOD_HIN_0044,"एवलाॅन,हैनोई,सुचदोल,बाणलिंग,एसएएफएफ",female_1
OOD_HIN_0045,"बीपीसीएसीपीई,हुकूमतएआज़ाद,व्यासयोगिकारिता,एफएनएफ,इसयूंवी",female_1
OOD_HIN_0046,"कसाईखानों,ओन्गे,स्वौजस,प्रणली,पाँचदिवसीय",female_1
OOD_HIN_0047,"एनआरआई,आर्केओलोजिस्ट्स,ऐजूकेशन",female_1
OOD_HIN_0048,"गैरकानूनी,बॉर्नवीटा,रुढ़िवादी,आलोचनात्मक,विघ्नहर्ता",female_1
OOD_HIN_0049,"शॉनज़ाओंग,ऑर्गॅनिक्स,फ़िल्मफ़ेर,गड़गड़ाहट,केवलख़रीदारी",female_1
OOD_HIN_0050,"प्रतियोगिताओँ,उतारचढ़ाव,गार्डन्स,प्रोटेस्ट,वस़्त्रों",female_1
OOD_HIN_0051,"रेमडेसिविर,ब्रह्मोत्सव,आग्नेयास्त्र,मेथोडिस्ट,रचनात्मकता",female_1
OOD_HIN_0052,"तैयारियाँ,गध्याह्न,नसीरुद्दीनमहमूद,सफ़ाईउफ़ाई,इन्स्युलेटड",female_1
OOD_HIN_0053,"ज़िपलाइनिंग,आफ्टरबर्नर,ड्राइवट्रेन,वॉलमार्ट,झटयापाली",female_1
OOD_HIN_0054,"ऊबड़खाबड़,क़्वालीफाई,मैनचेस्टर,अम्बाखोई,प्रोलैप्स",female_1
OOD_HIN_0055,"स्टूडियो,शुष्कभूमि,अंतर्गर्भाशयी,हावड़ाबर्धमान,प्रोफेशनलिज़्म",female_1
OOD_HIN_0056,"लापोइंटे,मुथियालमडुवु,ज़िम्मेदारी,कृमिकांत,गंगईकोंडा",female_1
OOD_HIN_0057,"उदाहरणार्थहमारे,डब्ल्यूएफपी,इंस्टॉलेशन,कोयम्बेडु,द्वीपसमूह",female_1
OOD_HIN_0058,"कलेक्टिबल,झड़ौदाकलां,रीइंबर्समेंट,तेईसचौबीस,झोपड़ियों",female_1
OOD_HIN_0059,"कृष्णलीला,गड़बड़ियाँ,गलतफ़हमियां,सर्वश्रेठ,अंतरराज्यीय",female_1
OOD_HIN_0060,"मुईनउददीन,रसधानियों,बद्तमीज़ी,शङ्कुलाखण्ड,चेष्टांए",female_1
OOD_HIN_0061,"प्राणदान,फतेहाबाद,स्ट्रोकइन,कॉन्फिडेंस,सशंखचक्रो",female_1
OOD_HIN_0062,"वास्तविक,कर्नाटकगोवा,साइक्लोथॉन,नेर्विशः,रीऐजन्ट्स",female_1
OOD_HIN_0063,"ज़ुन्हेबोटो,ओलिवेयरा,पक्षपाती,गलतफहमियों,स्टूडेंट",female_1
OOD_HIN_0064,"ऊध्र्ध्व,फ्युराज़ोलिडोन,गुआंगज़ौ,नदियाँफिर,अजीबोगरीब",female_1
OOD_HIN_0065,"बालफक्रम,चोरीछिपे,कुलदेवम्,चिढ़ाएंगे,मल्टीपलऑर्गेन",female_1
OOD_HIN_0066,"नपुंसकलिङ्ग,डैशबोर्ड,चॉकबोर्ड,वरिष्ठों,तनख़्वाह",female_1
OOD_HIN_0067,"बढ़ाचढ़ाकर,पाठशालाएँ,सब्ज़ियाँ,सैखानबयार,एओक्यूसीएस",female_1
OOD_HIN_0068,"चण्डीगढ़,भारतयुद्ध,ओगेनिज्म,भावविभोर,संवर्धित",female_1
OOD_HIN_0069,"सब्ज़ियों,माइनक्राफ़्ट,पाठ्यक्रम,सनसनीखेज,अर्जेंसी",female_1
OOD_HIN_0070,"मछलीपत्तनम,इवज़ड्रॉपिंग,भुक्तभोगी,एहतियाती,गयासउददीनबलबन",female_1
OOD_HIN_0071,"बरबरीझार,बैंडविड्थ,सरीसृपों,एथलेटिक्स,अर्धवॉलीइंग",female_1
OOD_HIN_0072,"खमीरीकरण,कंजक्टिवा,तिरुवल्लूर,इन्फ्लुएंसर,अब्रामॉफ़",female_1
OOD_HIN_0073,"जलप्रपात,पाँड्यों,शत्रुंजय,टिप्पणियां,गड़बड़ियां",female_1
OOD_HIN_0074,"कईपारंपरिकतौर,टेलीफ़ोनआधारित,जेजेएमएएन,उक्वमीदवार,गोलाबारूद",female_1
OOD_HIN_0075,"लघूपधगुण,सेलूसीआई,पृष्ठक्रम,रिपोर्टें,प्रणेताओं",female_1
OOD_HIN_0076,"वयोवृद्ध,धृष्टद्युम्न,निंगथौजा,अवांछनीय,उद्देश्य",female_1
OOD_HIN_0077,"पक्षपातपूर्ण,भगवद्गीता,करुंकुरवई,पहचानेंगे,खजुरीखास",female_1
OOD_HIN_0078,"अजातशत्रु,राज़दूतों,वशिष्ठपुत्र,स्टंटमैन,क्रैमनिक",female_1
OOD_HIN_0079,"खिलाडिय़ों,आपदाएंओं,बाणलिंगों,इंजेक्शन,एआईसीटीई",female_1
OOD_HIN_0080,"रिढोर्कर,प्रतिषिद्धं,क़्वालिफिकेटिव,डेट्रॉयट,भूभौतिकीय",female_1
OOD_HIN_0081,"प्रियदर्शी,एल्गोरिदम,प्रोफेशनलक्वालिटी,रिकॉर्डों,ओक्लाहोमा",female_1
OOD_HIN_0082,"उभयलिंगी,व्यक्तिगत,साफसुथरे,ओएएसआईएस,इनफौरमेशन",female_1
OOD_HIN_0083,"नदीमुखभूमि,स्वच्छंदी,तिलचट्टे,वीएलएफ़संचारक,उबराईजेशन",female_1
OOD_HIN_0084,"फ़ॉउंडेशन,मुथामिझनाथन,हंटेरियन,षड्यंत्रकारी,बश्कोर्तोस्तान",female_1
OOD_HIN_0085,"कोलक्हौन,खुल्लमखुल्ला,नेविगेशन,चित्तौड़गढ़,झट्यपाली",female_1
OOD_HIN_0086,"व्हाट्सऐप,भट्टीप्रोलु,शाहजहानी,खिड़कियों,पुरानेधुराने",female_1
OOD_HIN_0087,"कज़ाकिस्तान,इंफ़्रास्ट्रक्चर,शाकाहारी,पीयरटूपीयर,स्वच्छंद",female_1
OOD_HIN_0088,"मधुमक्खी,हैंडलबार,कॅारिडोर,दुर्गापुरआसनसोल,राजवंशों",female_1
OOD_HIN_0089,"स्काईलार्क,ह्यूस्टन,ईशावस्यवृत्ति,रीन्युएबल,कैम्बियम",female_1
OOD_HIN_0090,"वीडियोकॉन्फ्रेंसिंग,सूरमामेघना,भेदभावों,जड़ीबूटी,जुजित्सु",female_1
OOD_HIN_0091,"दुर्लभता,धबलेश्वर,आड़वानचेरी,फेरिकएल्यूमीनियम,सफलतापूर्वक",female_1
OOD_HIN_0092,"फ्लाईओवर,संरक्षित,वेस्टर्न,वेड्न्सडे,मृद्भांड",female_1
OOD_HIN_0093,"तुरिएल्लोज़,इंडस्ट्रीज,प्रार्थना,डाइऐस्पोरा,बेरोज़गारी",female_1
OOD_HIN_0094,"ख़ूबसूरती,श्रीहरिकोटा,कुशध्वजा,विकिन्यूज़,प्रोवाइडर",female_1
OOD_HIN_0095,"तोपखानों,औषधसंबंधित,अक्षौहिणी,दक्षिणपश्चिम,उर्दूभाषा",female_1
OOD_HIN_0096,"रेस्तरां,उदाहारणम्,गैरज़िम्मेदारी,ऐजेंसियो,एईडब्ल्यू",female_1
OOD_HIN_0097,"प्रशिक्षु,क़्वालिटी,पढ़नेलिखने,प्रपोज़ल,प्रत्यक्षदर्शी",female_1
OOD_HIN_0098,"ट्रांसफ़र,किरायेदार,पद्मश्री,तथाचार्य,इतिहासकारों",female_1
OOD_HIN_0099,"लड़ाईझगड़े,मल्लखँबा,कीड़ोंमकोड़ों,गोल्डन,कंफ़ोर्मेशन",female_1
OOD_HIN_0100,"कार्यकलापः,अपनेअपने,मुवाट्टुपूड़ा,बढ़ायेंगे,विश्वौह्",female_1
OOD_HIN_0101,"पीढ़ियों,भूगोलशास्त्री,अशुद्धियाँ,पाठशालएँ,हावड़ादेहरादून",female_1
OOD_HIN_0102,"मांसधातु,संसाधनों,संगठनऑक्सफैम,ढलाईखाने,अयोग्यता",female_1
OOD_HIN_0103,"अस्तोभम्,घुघुटखजूर,क्रीड़ापूर्ण,काउंसलिंग,उसकाजज़्बा",female_1
OOD_HIN_0104,"मार्गदर्शन,व्हाट्सऐप्प,गैरघरेलू,संघवादियों,इथिओपिया",female_1
OOD_HIN_0105,"एमओएचएफडब्ल्यू,दिल्लीमुंबई,हिंदसीथियन,मिडफ़ील्डर,इंडियनऑयल",female_1
OOD_HIN_0106,"यहूदियों,डब्ल्यूएफटीडीए,सद्दातिसा,रणनीतियों,पक्षियों",female_1
OOD_HIN_0107,"चिंगलिनमवई,भुजंगय्यान,मेंएकवचन,पर्फॉर्मर,आदिपुरुष",female_1
OOD_HIN_0108,"प्रणोदकों,इस्तेमाल,मेहरउननिसा,कोठागुडेम,सुधारात्मक",female_1
OOD_HIN_0109,"रिसॉर्ट्स,भट्टाचार्य,बेउक्सिस,क़ल्बाना,फिलाडेल्फिया",female_1
OOD_HIN_0110,"आवश्यकता,नाखटखटाएं,जहाँनामा,सैंडपेपर,संस्कृति",female_1
OOD_HIN_0111,"लापरवाही,सौन्दर्य,मुसीबतज़दा,एमस्वाइप,उत्कृष्ट",female_1
OOD_HIN_0112,"नज़रअंदाज़,ठठठण्ठठण्ठः,थोडुपुझा,हृदयस्पर्शी,प्रीबोटज़िन्गेरकाम्प्लेक्स",female_1
OOD_HIN_0113,"कछारपाड़ा,वर्षरुपए,स्वचालित,पथनमथिट्टा,सबसिडाइज़ड",female_1
OOD_HIN_0114,"आटोमोबाइलों,पिछलाकार्यालय,एल्डरशॉट,कलामेझुथ,लॉन्ड्री",female_1
OOD_HIN_0115,"उपप्रकार,एम्बुलेंसें,गिरावटआने,डाइनॅमिक्स,ट्राइफ़ूड",female_1
OOD_HIN_0116,"डिस्ट्रीब्यूटर,माइक्रोसॉफ़्ट,दख़लअंदाज़ी,पितृपक्ष,साइबेरिया",female_1
OOD_HIN_0117,"कारीगरों,लॉजिस्टिक्सऔर,दुःखकारी,आपातकालीन,बिचौलियोँ",female_1
OOD_HIN_0118,"डब्ल्यूयूकेएफ,उथ्राट्टाडी,फर्ग्यूसन,कॅान्फ्रेंसिंग,मांड़विया",female_1
OOD_HIN_0119,"पॉश्चिमबोंगगो,उपयोगकर्ता,कॉग्निटो,ऐग्रिकल्चर,टिड्डियों",female_1
OOD_HIN_0120,"ऐन्युइटी,बैठेबैठे,अगरबत्ती,शौचालयों,पथभ्रष्ट",female_1
OOD_HIN_0121,"शहीदद्वीप,खटखटाइये,प्रोजेक्ट,डिओडोरेंट,भारतफारस",female_1
OOD_HIN_0122,"समुद्रतट,मुस्कराहट,एशियाओशिनिया,फ़तेहसागर,एनएसडब्ल्यू",female_1
OOD_HIN_0123,"रंगसमन्वित,ख़रीदएजेंसियों,ओकर्डनेस,मोक्षधर्म,लश्करिया",female_1
OOD_HIN_0124,"नारायणसर,प्रतिजैविकों,दीपनारायण,आणविकवजन,कल्याणमंतपा",female_1
OOD_HIN_0125,"क़ुतुबबदरपुर,ऐग्रोमेट,हठधर्मिता,फ़्लायबाय,राजपूतों",female_1
OOD_HIN_0126,"अर्थव्यवस्था,कुर्तापजामा,आहारनियन्त्रण,आरएसआरटीसी,उभयनिष्ठ",female_1
OOD_HIN_0127,"पनडुब्बियों,आबादियों,चँद्रगुप्त,ऑगमेंटेड,रोशनिय्याओं",female_1
OOD_HIN_0128,"दुर्भाग्य,मांगवाओगे,उपविभाजन,कृष्णमूर्ति,क्षतिग्रस्त",female_1
OOD_HIN_0129,"ढक्कनदार,अल्पसंख्यक,गुढीपाडवा,अष्टादिकपालक,विशाखदत्त",female_1
OOD_HIN_0130,"ओरक्षैतिज,ईष्टतमीकरण,सुबहसुबह,ब्रिट्टानिआ,मुखबिरों",female_1
OOD_HIN_0131,"एलकाठुर्ति,तिरुवन्नमलई,सुलझाएगा,सनसनीखेज़,कडप्पांचल",female_1
OOD_HIN_0132,"मुठभेड़ें,संयुक्ता,व्यवस्थित,क्रमबद्ध,चरमपंथियों",female_1
OOD_HIN_0133,"एसोसिएशन,ट्रांज़िट,सेरोनगेटिव,टुकड़ियों,व्यंजनों",female_1
OOD_HIN_0134,"खेलकूदप्रतियोगिताओं,पीजीआईएमईआर,कैटबावरिएनडेन,एनएसएईएम,पृथ्वीराज",female_1
OOD_HIN_0135,"उल्सावमेलम,अधिगमःकुछ,ईरानीआधारित,काँफ्रेंस,ओट्टोमान",female_1
OOD_HIN_0136,"अफ़ग़ानिस्तान,बयानबाजों,स्टोरकेभीतर,पंचवर्षीय,दोषमुक्त",female_1
OOD_HIN_0137,"आरामदायक,उपाध्यक्ष,ब्रोएकह्युइसेन,सारंगपानी,प्रॉब्लम",female_1
OOD_HIN_0138,"धूम्रपान,इरविकुलम,सेरिंगपट्टम,जिन्होंने,साथभारतीय",female_1
OOD_HIN_0139,"फ़ाइनेंशियल,पारंपरिक,स्वच्छता,औस्ट्रेलियन,पिनहेडजैसे",female_1
OOD_HIN_0140,"सुदृढ़ीकरण,विश्वविद्यालय,कोठमंगलम,अंधाधुंध,अधिकारियों",female_1
OOD_HIN_0141,"भर्तृगांव,हरीशचंद्र, मँगवाएंगी,टीएमसीएफ़टी,एसोसिएशन",female_1
OOD_HIN_0142,"हस्तशिल्प,इंडोआर्यन,जिम्मेदारियों,जुझनाहोता,वल्लभपट्टनम",female_1
OOD_HIN_0143,"भीड़भाड़,क्रीमिनेस,कोऑर्डिनेट,ऐश्वर्या,बीवीबच्चों",female_1
OOD_HIN_0144,"बढ़ोत्तरी,ईमानदारी,हाईक्वालिटी,विझिनजाम,थीअखबारों",female_1
OOD_HIN_0145,"ईंटऔरगारे,क्षैतिजीय,अतिशीघ्र,वाद्ययंत्रों,बूचड़खाने",female_1
OOD_HIN_0146,"जटिलताएं,तुम्हारे,क्रिप्टोकरेंसी,अभिव्यक्ति,आविष्कार",female_1
OOD_HIN_0147,"मरविलकूड़ारम,सीतामढ़ी,एकजातनीलसरस्वती,मताधिकार,पड़ोसियों",female_1
OOD_HIN_0148,"धज्जियाँ,चांगथांग,गृहिणियों,खेतसेसीधेमेज़,फ़िल्म्फेयर",female_1
OOD_HIN_0149,"बैठेंगेठीक,यर्मेकबएव,उत्तराखण्ड,मराठवाड़ा,पोस्टपोन",female_1
OOD_HIN_0150,"कैलिफ़ोर्निया,आनंददायक,सातवाहनों,सुध्युपास्यः,काटुबण्ण",female_1
OOD_HIN_0151,"जग्गियाहपेटा,संघलिमिटेड,षट्संज्ञा,यहाँवहाँ,गंगाब्रह्मपुत्रमेघना",female_1
OOD_HIN_0152,"बैडमिंटन,आश्चर्यचकित,इंग्लैण्ड,विश्वासघात,साहिबजादे",female_1
OOD_HIN_0153,"तैयारियोँ,डब्ल्यूईएफ,बख्तियार,ढक्कनवाले,मूवाटटुपुड़ा",female_1
OOD_HIN_0154,"वृद्धाश्रमों,एक्शनओरिएंटेड,खियामिआन,राष्ट्रीय,सिंधदुर्ग",female_1
OOD_HIN_0155,"हँसीमज़ाक,उम्मीदवार,ज़रूरतें,खिंचवाने,सार्वजनिक",female_1
OOD_HIN_0156,"साधारणकानून,एम्प्लीफफिकेशन,मेंनौकायन,सौफ़्टवेयर,ऐक्टिविटी",female_1
OOD_HIN_0157,"मानकीकृत,डिस्पोज़ल,पृष्ठसज्जा,गिलहरियों,प्रोडक्शन",female_1
OOD_HIN_0158,"हवाईअड्डे,साहिबगंज,कूचबिहार,गैरशूटिंग,मानवउठाने",female_1
OOD_HIN_0159,"हस्ताक्षर,स्टाइलिश,ग्रैजुएशन,नज़रअदाज़,हॉटस्टार",female_1
OOD_HIN_0160,"प्रचंडता,इमरजेंसी,बृहदीश्वर,राजपुताना,प्रगाढता",female_1
OOD_HIN_0161,"मरप्पातिल्लई,उड़ेश्यों,श्रेष्ठकर,आर्किटेक्चर,ढूँढ़िये",female_1
OOD_HIN_0162,"थेटखेंगविन,एनआरएफयू,सुरक्षाऔर,भ्रूणावरणीय,विश्वौहस्",female_1
OOD_HIN_0163,"लकड़हारा,ब्लाइंडनेस,बीचोंबीच,हँसतेहँसते,पिप्पलीघृत",female_1
OOD_HIN_0164,"बृहस्पति,चहुंमुखी,फेस्टिवल,एब्ड्यूकेन्स,अरहंथगिरि",female_1
OOD_HIN_0165,"टकरावबढ़ता,विकल्पों,ऑयलयुक्ति,ढूंढेंगे,इंग्लैंड",female_1
OOD_HIN_0166,"बलात्कार,बयानएवकाई,नजीबउलदौला,एयरबीएनबी,विधानसभा",female_1
OOD_HIN_0167,"परफॉर्मेंस,डेफ़िशिएन्ट,प्रूफ़ऑफ़पेमेंट,पद्मविभूषण,शेयरधारक",female_1
OOD_HIN_0168,"वर्कफ़्लो,झंडेवालान,दशावथारा,संभावनाओँ,परिणामस्वरूप",female_1
OOD_HIN_0169,"निष्क्रिय,स्कॉटलैण्ड,दारमोदार,जैवभौगोलिक,अकादमियाँ",female_1
OOD_HIN_0170,"अनुपस्थिति,सुश्रुषा,किलोमीटर,ब्रसेल्स,रिचार्जेबल",female_1
OOD_HIN_0171,"सहलेखकों,अर्धद्रव्य,देवनमपिया,डीएसएलआर,ग़ुलामएमुस्तफ़ा",female_1
OOD_HIN_0172,"कीमोथेरेपी,आभ्यंतरिक,जीएसआरटीसी,कार्यभार,एँटीपिंपल",female_1
OOD_HIN_0173,"रेडिफकॉम,मासिकऔसत,उन्होँने,प्रभावशाली,अकशेरूकीय",female_1
OOD_HIN_0174,"अंतरिक्ष,सावधानियाँ,कोर्फ़बॉल,उतारचढ़ाव,ईदउलफित्र",female_1
OOD_HIN_0175,"स्ट्रक्चर,साँपसीढ़ी,दृष्टिपटल,श्रृंखला,ऑटोरिक्शा",female_1
OOD_HIN_0176,"पुनःअभ्यास,सोचविचार,बुककीपिंग,सुलझाएंगे,अप्रत्याशित",female_1
OOD_HIN_0177,"बेइज्जती,स्वास्थ्य,त्रावणकोर,होडेदाड़दिरी,पड़ावेरकाडु",female_1
OOD_HIN_0178,"खोजकर्ताओं,आईएओएचएनएस,अर्धगोलाकार,संघमित्ता,मोटरसाइकिल",female_1
OOD_HIN_0179,"सिंहखरोला,मुख्यधारा,अकादमियों,नगरपालिका,अंतरिक्षउड़ान",female_1
OOD_HIN_0180,"ट्रांज़ैक्शन,मुँहरक्षक,रूढ़ीवादिता,पोखरणद्वितीय,धमाचौकड़ी",female_1
OOD_HIN_0181,"वार्षिकी,एनओआरकेए,ब़र्फसमान,रोमांटिकएक्शन,सिन्हाऔर",female_1
OOD_HIN_0182,"एफ़डीएसएस,रसयावाला,विनैग्रेट,रानीगुफा,मातापिताआसपास",female_1
OOD_HIN_0183,"सुविधाओँ,डॉत्रिलोचन,त्योहारों,बदआरामगी,ऊपरलिखित",female_1
OOD_HIN_0184,"दृढतापूर्ण,डीएसीएंडएफडब्ल्यू,गैरअखंडित,ऐम्बुलेन्स,साधारणसी",female_1
OOD_HIN_0185,"एण्डोस्पर्म,आयोजितईईपीसी,छोड़ूँगा,नादुभंगी,झाड़झंखाड़",female_1
OOD_HIN_0186,"आडंबररहित,पेड़पोंधौ,उफरैंखाल,ऋणानुबंध,ज़बरदस्ती",female_1
OOD_HIN_0187,"सम्पत्ति,संघमित्रा,कामेगौड़ा,कंधेसेकंधा,कॉम्पनसेशन",female_1
OOD_HIN_0188,"उज़्बेकिस्तान,जुर्माना,फनिक्युलर,अटेंडेंट,कृमिगर्दन",female_1
OOD_HIN_0189,"एनेरजाईज़र,स्पॉटज़ीरो,कहानियां,नोंगतिमई,सर्वथासिद्ध",female_1
OOD_HIN_0190,"चुकाएँगे,जुआंगतुई,राजमिस्त्री,डॉक्युमेंट,अपमानजनक",female_1
OOD_HIN_0191,"उत्साहित,मामाअर्थ,जूनियरों,प्रत्यक्षदर्शियों,फ़ोरग्रीन",female_1
OOD_HIN_0192,"उद्योगपति,घेराबंदी,संतोषजनक,कूड़ेदान,कंजंक्टिवा",female_1
OOD_HIN_0193,"लाइफस्टाइल,ऐरोहैड्स,कपड़ेवपड़े,राघवेंद्र,एयरफ़ील्ड",female_1
OOD_HIN_0194,"अस्थिभंग,कहानियों,लड़कियाँ,सदस्यताआधारित,पद्मनाभपुरम",female_1
OOD_HIN_0195,"चणप्प्रत्यय,अमीरउलअमारा,नजरअंदाज ,नाटुफ़ियन,टूर्नामेंट",female_1
OOD_HIN_0196,"हुकूमतएआज़ाद,रेस्टौराँ,पोर्ट्समाउथ,निर्मलधारा,कुवतअलइस्लाम",female_1
OOD_HIN_0197,"खिलाईलेकिन,पगलाझोरा,स्ट्रीथम,स्क्वयरडऑफ,बाढ़ग्रस्त",female_1
OOD_HIN_0198,"गाँधीवादी,भंगिमाऔर,फलतेफूलते,गेंदबाज़ों,आटोमैटिक",female_1
OOD_HIN_0199,"फर्स्टडिग्री,राजामौली ,हाईडेफिनिशन,रेफ़रेन्स,पचैयप्पा",female_1
OOD_HIN_0200,"थुथपुड़ा,सैंडबाॅक्स,आच्छादित,फंडामेंटल,वषड्युक्त",female_1
OOD_HIN_0201,"ऊर्जावान,पर्यवेक्षक,ईरानीअमेरिकी,लॉन्चपैड,समाश्रयण",female_1
